Empcode,Name,Department,DOJ,P,WO,H,L,Ab,DP,OT1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
EMP011,Harish Singh,LINE 6,05-Dec-20,12,7,3,3,3,0,2,P,P,P,OT1,WO,P,Ab,P,H,Ab,P,WO,P,L,Ab,L,L,P,WO,WO,WO,H,WO,OT1,P,WO,P,P,P,H,
EMP011,Harish Singh,LINE 6,05-Dec-20,14,7,2,4,4,0,0,P,P,WO,H,P,P,L,Ab,WO,WO,P,Ab,Ab,Ab,P,P,WO,P,P,L,L,P,WO,WO,P,P,P,H,P,L,WO
EMP012,Girish Mehta,LINE 1,29-Jul-21,17,5,1,1,6,1,0,WO,P,P,P,Ab,P,Ab,WO,P,DP,P,Ab,P,Ab,WO,P,P,P,Ab,P,P,WO,P,P,Ab,P,P,H,WO,L,P
EMP012,Girish Mehta,LINE 1,29-Jul-21,18,5,0,3,1,1,0,P,P,P,P,WO,P,L,P,L,P,L,WO,P,P,P,P,DP,P,WO,P,P,P,P,P,Ab,WO,P,WO,,,
EMP012,Girish Mehta,LINE 1,29-Jul-21,17,5,3,1,3,1,1,P,P,WO,P,WO,P,P,P,P,L,P,WO,P,H,P,P,Ab,OT1,WO,P,Ab,P,P,DP,Ab,WO,P,P,H,P,H
EMP012,Girish Mehta,LINE 1,29-Jul-21,16,12,0,0,1,0,1,P,WO,P,P,WO,P,Ab,P,WO,P,P,OT1,WO,WO,P,WO,WO,P,P,P,P,P,WO,WO,P,P,WO,WO,P,WO,
EMP012,Girish Mehta,LINE 1,29-Jul-21,19,6,2,0,3,1,0,P,P,Ab,P,H,P,WO,P,P,P,P,P,P,WO,P,H,P,P,P,P,WO,DP,P,P,WO,Ab,Ab,WO,WO,P,P
EMP012,Girish Mehta,LINE 1,29-Jul-21,18,5,2,2,2,0,1,P,H,P,WO,P,P,OT1,P,P,P,WO,P,P,P,L,P,H,WO,P,L,P,Ab,WO,P,WO,P,P,P,Ab,P,
EMP012,Girish Mehta,LINE 1,29-Jul-21,14,8,0,4,2,2,1,L,WO,P,P,DP,P,P,Ab,WO,L,P,L,P,WO,P,WO,DP,P,P,P,L,WO,WO,P,P,P,P,WO,Ab,WO,OT1
EMP012,Girish Mehta,LINE 1,29-Jul-21,16,8,2,1,2,0,2,P,Ab,P,P,P,WO,P,P,H,WO,L,P,WO,P,OT1,WO,P,P,H,WO,P,WO,P,P,WO,P,WO,Ab,P,OT1,P
EMP012,Girish Mehta,LINE 1,29-Jul-21,19,5,0,1,4,0,1,P,P,WO,Ab,Ab,Ab,P,P,P,WO,OT1,P,P,P,P,P,WO,P,L,P,Ab,P,P,WO,P,WO,P,P,P,P,
EMP012,Girish Mehta,LINE 1,29-Jul-21,18,7,2,2,0,2,0,WO,P,P,P,P,P,P,WO,WO,DP,P,P,P,P,WO,P,P,P,WO,H,P,WO,L,P,P,L,DP,P,WO,P,H
EMP012,Girish Mehta,LINE 1,29-Jul-21,16,5,3,2,2,2,0,P,P,P,H,WO,H,P,P,P,DP,P,WO,P,L,H,P,P,Ab,WO,Ab,P,L,P,WO,DP,WO,P,P,P,P,
EMP012,Girish Mehta,LINE 1,29-Jul-21,14,5,3,1,4,2,2,DP,Ab,WO,P,P,Ab,P,P,H,WO,P,P,P,Ab,P,P,WO,OT1,Ab,L,P,DP,OT1,WO,P,P,P,H,H,P,WO
EMP013,Arun Singh,LINE 7,11-Jun-19,13,9,3,0,3,2,1,WO,H,Ab,H,DP,P,P,WO,P,P,P,WO,OT1,WO,WO,DP,P,WO,P,P,P,WO,P,P,WO,P,H,Ab,WO,P,Ab
EMP013,Arun Singh,LINE 7,11-Jun-19,12,6,2,5,3,0,0,L,P,P,P,WO,WO,P,L,P,P,P,WO,Ab,WO,P,L,P,L,WO,P,Ab,H,Ab,H,P,WO,P,L,,,
EMP013,Arun Singh,LINE 7,11-Jun-19,13,6,1,5,3,2,1,L,P,WO,Ab,WO,P,DP,OT1,P,P,P,WO,P,P,L,Ab,L,Ab,WO,H,P,L,P,P,L,WO,DP,P,P,WO,P
EMP013,Arun Singh,LINE 7,11-Jun-19,21,6,1,1,0,1,0,P,WO,P,P,P,P,P,P,WO,P,P,H,P,P,P,WO,P,DP,P,WO,P,P,WO,P,L,P,P,P,P,WO,
EMP013,Arun Singh,LINE 7,11-Jun-19,17,6,0,2,2,2,2,P,P,P,P,P,P,WO,P,P,P,L,P,OT1,WO,L,OT1,P,WO,P,Ab,WO,P,P,DP,WO,P,Ab,WO,DP,P,P
EMP013,Arun Singh,LINE 7,11-Jun-19,14,5,1,4,3,2,1,P,Ab,L,WO,P,L,P,P,Ab,P,WO,P,DP,P,DP,P,P,WO,P,WO,L,Ab,P,P,WO,P,H,OT1,L,P,
EMP013,Arun Singh,LINE 7,11-Jun-19,19,6,2,2,1,1,0,DP,WO,H,P,P,P,P,P,WO,L,P,P,P,P,P,WO,P,P,P,WO,P,P,WO,P,L,P,H,P,Ab,WO,P
EMP013,Arun Singh,LINE 7,11-Jun-19,17,6,1,4,1,2,0,L,P,P,L,P,WO,P,WO,P,P,P,P,WO,L,P,DP,P,WO,Ab,WO,L,H,P,DP,P,P,WO,P,P,P,P
EMP013,Arun Singh,LINE 7,11-Jun-19,16,4,2,1,4,2,1,DP,P,WO,H,Ab,P,P,P,P,WO,P,P,Ab,P,P,L,WO,Ab,Ab,DP,OT1,P,P,WO,P,P,P,H,P,P,
EMP013,Arun Singh,LINE 7,11-Jun-19,20,6,2,0,3,0,0,WO,P,WO,P,P,Ab,P,WO,P,P,P,P,P,P,WO,P,P,P,P,P,H,WO,P,Ab,P,H,Ab,P,WO,P,P
EMP013,Arun Singh,LINE 7,11-Jun-19,19,4,0,2,4,0,1,P,P,P,Ab,WO,Ab,P,P,P,Ab,P,WO,P,P,P,P,P,P,WO,P,Ab,P,P,OT1,P,WO,L,P,P,L,
EMP013,Arun Singh,LINE 7,11-Jun-19,18,7,2,1,1,2,0,H,P,WO,P,P,P,P,WO,Ab,WO,L,P,P,P,P,P,WO,DP,WO,DP,H,P,P,WO,P,P,P,P,P,P,WO
EMP014,Jyothi Reddy,LINE 10,10-Jan-21,16,7,1,1,5,0,1,WO,Ab,P,P,P,P,OT1,WO,P,H,P,L,Ab,P,WO,P,P,WO,P,WO,Ab,WO,P,P,Ab,P,P,Ab,WO,P,P
EMP014,Jyothi Reddy,LINE 10,10-Jan-21,20,4,2,1,1,0,0,P,P,P,P,WO,P,P,P,P,P,H,WO,P,P,L,H,P,P,WO,P,P,Ab,P,P,P,WO,P,P,,,
EMP014,Jyothi Reddy,LINE 10,10-Jan-21,17,6,2,2,2,1,1,P,P,P,P,WO,P,DP,P,P,P,H,WO,WO,P,P,P,OT1,Ab,WO,P,Ab,P,L,L,P,WO,WO,P,H,P,P
EMP014,Jyothi Reddy,LINE 10,10-Jan-21,20,5,0,3,2,0,0,P,WO,P,P,P,P,Ab,P,WO,P,P,P,P,P,P,WO,L,P,P,P,P,P,WO,L,Ab,L,P,P,P,WO,
EMP014,Jyothi Reddy,LINE 10,10-Jan-21,16,7,2,4,2,0,0,P,P,P,L,L,P,WO,P,H,L,WO,P,P,WO,P,P,Ab,P,Ab,P,WO,P,H,L,P,P,P,WO,WO,WO,P
EMP014,Jyothi Reddy,LINE 10,10-Jan-21,15,8,3,2,2,0,0,P,P,WO,WO,P,Ab,P,P,P,WO,WO,L,P,L,P,P,P,WO,P,P,P,H,H,Ab,WO,WO,H,P,WO,P,
EMP014,Jyothi Reddy,LINE 10,10-Jan-21,18,6,2,1,1,2,1,P,WO,P,P,P,WO,H,P,WO,DP,P,P,P,Ab,P,WO,P,P,P,P,P,OT1,WO,P,P,H,P,DP,L,WO,P
EMP014,Jyothi Reddy,LINE 10,10-Jan-21,20,5,1,3,1,0,1,P,P,WO,L,P,WO,P,P,P,P,P,P,WO,P,P,P,OT1,L,P,WO,P,P,P,H,P,P,WO,P,L,Ab,P
EMP014,Jyothi Reddy,LINE 10,10-Jan-21,14,5,0,4,2,5,0,DP,P,WO,P,P,Ab,P,P,P,WO,P,P,P,DP,L,DP,WO,Ab,L,P,WO,DP,P,WO,L,L,DP,P,P,P,
EMP014,Jyothi Reddy,LINE 10,10-Jan-21,15,8,0,1,3,3,1,WO,P,P,P,P,OT1,WO,WO,P,P,DP,P,P,Ab,WO,P,P,WO,L,P,DP,WO,P,P,Ab,P,DP,WO,WO,Ab,P
EMP014,Jyothi Reddy,LINE 10,10-Jan-21,15,6,1,1,5,0,2,P,H,Ab,P,WO,P,P,P,P,P,Ab,WO,WO,WO,P,L,P,P,WO,P,P,P,OT1,Ab,Ab,WO,P,OT1,Ab,P,
EMP014,Jyothi Reddy,LINE 10,10-Jan-21,21,8,0,1,0,0,1,P,P,WO,P,L,P,P,P,P,WO,WO,P,OT1,WO,P,WO,WO,P,P,P,P,P,P,WO,P,P,P,P,P,P,WO
EMP015,Satish Nair,LINE 2,04-Apr-19,18,5,2,2,2,1,1,WO,P,H,P,Ab,P,P,WO,P,P,P,P,P,P,WO,P,P,P,DP,P,L,WO,P,P,OT1,Ab,P,H,WO,L,P
EMP015,Satish Nair,LINE 2,04-Apr-19,18,5,0,2,1,2,0,P,P,P,WO,WO,P,L,P,P,P,P,WO,P,P,DP,P,P,P,WO,Ab,DP,P,P,P,P,WO,L,P,,,
EMP015,Satish Nair,LINE 2,04-Apr-19,20,5,1,1,3,1,0,WO,P,H,Ab,WO,P,P,P,P,P,L,WO,P,P,P,Ab,P,P,WO,P,P,P,P,P,P,WO,P,Ab,P,P,DP
EMP015,Satish Nair,LINE 2,04-Apr-19,17,7,2,1,2,1,0,P,WO,P,P,H,WO,DP,H,WO,P,P,P,P,Ab,P,WO,P,P,L,P,P,P,WO,WO,Ab,P,P,P,P,WO,
EMP015,Satish Nair,LINE 2,04-Apr-19,20,6,0,1,2,1,1,P,Ab,P,WO,Ab,P,WO,P,OT1,P,P,P,DP,WO,WO,P,P,P,P,P,WO,P,P,P,P,P,L,WO,P,P,P
EMP015,Satish Nair,LINE 2,04-Apr-19,21,4,1,1,2,1,0,P,P,L,WO,Ab,P,P,P,Ab,DP,WO,P,P,P,P,P,P,WO,P,P,P,P,P,H,WO,P,P,P,P,P,
EMP015,Satish Nair,LINE 2,04-Apr-19,17,6,3,3,2,0,0,L,WO,Ab,L,WO,P,H,L,WO,P,Ab,P,P,P,P,WO,P,P,P,P,P,P,WO,P,P,P,H,H,P,WO,P
EMP015,Satish Nair,LINE 2,04-Apr-19,14,4,1,8,2,1,1,P,P,P,L,OT1,WO,P,L,P,Ab,DP,P,WO,L,P,P,P,Ab,L,WO,L,P,L,P,L,P,WO,H,P,P,L
EMP015,Satish Nair,LINE 2,04-Apr-19,19,5,0,2,2,1,1,P,OT1,WO,P,WO,P,P,P,P,WO,DP,P,P,P,P,Ab,WO,Ab,P,P,P,P,P,WO,P,P,L,P,P,L,
EMP015,Satish Nair,LINE 2,04-Apr-19,16,6,1,4,1,1,2,WO,P,P,P,P,P,P,WO,P,DP,OT1,P,P,P,WO,H,L,P,P,OT1,L,WO,L,L,P,P,WO,P,WO,P,Ab
EMP015,Satish Nair,LINE 2,04-Apr-19,19,5,2,1,3,0,0,P,P,P,WO,WO,P,P,P,H,P,Ab,WO,Ab,P,P,P,P,P,WO,P,P,P,P,P,P,WO,Ab,L,P,H,
EMP015,Satish Nair,LINE 2,04-Apr-19,20,7,1,0,3,0,0,WO,P,WO,P,P,P,P,P,P,WO,P,P,P,P,Ab,P,WO,Ab,P,P,P,P,Ab,WO,WO,P,H,P,P,P,WO
EMP016,Manoj Reddy,LINE 2,21-Apr-20,17,5,2,2,1,4,0,WO,P,DP,P,P,Ab,P,WO,L,P,P,DP,P,P,WO,H,L,P,P,P,P,WO,DP,DP,P,H,P,P,WO,P,P
EMP016,Manoj Reddy,LINE 2,21-Apr-20,18,5,1,1,1,0,2,P,P,H,P,WO,P,P,P,P,WO,Ab,WO,P,P,P,P,P,OT1,WO,P,P,P,OT1,P,P,WO,L,P,,,
EMP016,Manoj Reddy,LINE 2,21-Apr-20,16,5,2,2,3,1,2,H,P,P,P,WO,L,Ab,P,DP,P,P,WO,H,OT1,P,P,OT1,P,WO,P,P,Ab,P,L,WO,WO,P,P,P,Ab,P
EMP016,Manoj Reddy,LINE 2,21-Apr-20,15,6,3,4,2,0,0,P,WO,P,P,P,P,P,L,WO,P,P,Ab,H,H,L,WO,P,L,WO,P,Ab,P,WO,P,H,P,P,P,L,WO,
EMP016,Manoj Reddy,LINE 2,21-Apr-20,21,5,1,2,2,0,0,P,L,P,Ab,Ab,P,WO,WO,P,P,L,P,P,WO,P,P,P,P,P,P,WO,H,P,P,P,P,P,WO,P,P,P
EMP016,Manoj Reddy,LINE 2,21-Apr-20,20,6,1,2,1,0,0,P,P,P,WO,P,P,P,L,P,P,WO,P,P,WO,P,P,H,WO,P,P,L,P,Ab,P,WO,WO,P,P,P,P,
EMP016,Manoj Reddy,LINE 2,21-Apr-20,16,6,0,3,3,1,2,P,WO,P,OT1,P,OT1,P,P,WO,P,L,P,P,L,Ab,WO,P,P,DP,Ab,Ab,L,WO,P,WO,P,P,P,P,WO,P
EMP016,Manoj Reddy,LINE 2,21-Apr-20,18,8,1,1,3,0,0,P,P,P,P,H,WO,P,WO,P,P,WO,P,WO,P,P,L,P,P,WO,WO,P,P,P,Ab,WO,Ab,WO,P,Ab,P,P
EMP016,Manoj Reddy,LINE 2,21-Apr-20,19,4,0,1,4,0,2,P,OT1,WO,P,P,Ab,P,P,P,WO,P,Ab,P,P,P,P,WO,P,P,P,P,P,P,WO,OT1,P,L,P,Ab,Ab,
EMP016,Manoj Reddy,LINE 2,21-Apr-20,17,6,1,2,3,1,1,WO,L,P,P,P,P,Ab,WO,WO,P,P,DP,P,P,WO,P,P,P,OT1,Ab,P,WO,P,P,P,P,L,Ab,WO,P,H
EMP016,Manoj Reddy,LINE 2,21-Apr-20,13,4,1,2,4,4,2,P,P,OT1,OT1,WO,P,DP,Ab,P,P,DP,WO,P,P,Ab,H,L,Ab,WO,P,P,P,DP,Ab,DP,WO,P,L,P,P,
EMP016,Manoj Reddy,LINE 2,21-Apr-20,17,7,2,3,1,0,1,L,P,WO,P,P,P,P,WO,P,WO,WO,P,P,P,H,P,WO,Ab,P,P,P,P,L,WO,P,P,P,H,OT1,L,WO
EMP017,Rohit Das,LINE 5,17-Jul-21,17,5,2,2,3,0,2,WO,P,Ab,OT1,Ab,P,P,WO,P,P,P,P,H,P,WO,P,P,H,P,P,Ab,WO,L,P,P,L,P,OT1,WO,P,P
EMP017,Rohit Das,LINE 5,17-Jul-21,17,5,2,3,0,1,0,H,P,P,P,WO,P,P,P,P,L,P,WO,P,P,P,P,P,L,WO,P,H,P,L,DP,WO,WO,P,P,,,
EMP017,Rohit Das,LINE 5,17-Jul-21,17,6,2,3,2,1,0,P,P,P,H,WO,P,P,P,WO,Ab,L,WO,H,P,P,P,P,P,WO,P,L,P,DP,P,P,WO,L,Ab,P,WO,P
EMP017,Rohit Das,LINE 5,17-Jul-21,20,5,1,1,3,0,0,Ab,WO,P,H,P,P,L,P,WO,P,P,P,P,P,P,WO,P,Ab,P,P,Ab,P,WO,P,P,P,P,P,P,WO,
EMP017,Rohit Das,LINE 5,17-Jul-21,17,8,0,2,3,1,0,P,P,P,L,P,P,WO,WO,P,Ab,WO,Ab,P,WO,Ab,P,P,P,WO,P,WO,WO,P,L,P,P,P,WO,DP,P,P
EMP017,Rohit Das,LINE 5,17-Jul-21,18,7,1,0,0,1,3,P,P,P,WO,P,P,P,P,WO,P,WO,P,P,WO,P,P,H,WO,P,OT1,P,WO,DP,OT1,WO,P,P,P,P,OT1,
EMP017,Rohit Das,LINE 5,17-Jul-21,20,5,1,2,1,0,2,P,WO,P,P,P,P,P,P,WO,P,H,OT1,P,P,P,WO,P,Ab,L,OT1,P,P,WO,P,P,P,P,P,L,WO,P
EMP017,Rohit Das,LINE 5,17-Jul-21,17,6,3,2,3,0,0,P,P,P,WO,P,WO,H,P,P,P,P,P,WO,WO,Ab,L,P,P,P,WO,Ab,P,P,L,P,H,WO,Ab,P,H,P
EMP017,Rohit Das,LINE 5,17-Jul-21,16,5,1,2,3,2,1,P,P,WO,WO,L,Ab,P,DP,P,WO,P,OT1,P,Ab,P,P,WO,P,Ab,L,H,P,P,WO,P,P,P,P,DP,P,
EMP017,Rohit Das,LINE 5,17-Jul-21,13,6,3,4,3,2,0,WO,P,P,L,L,Ab,P,WO,P,P,P,P,Ab,H,WO,P,L,P,Ab,L,DP,WO,WO,P,H,P,H,P,WO,P,DP
EMP017,Rohit Das,LINE 5,17-Jul-21,23,6,0,0,1,0,0,WO,P,P,P,WO,P,P,WO,P,P,P,WO,Ab,P,P,P,P,P,WO,P,P,P,P,P,P,WO,P,P,P,P,
EMP017,Rohit Das,LINE 5,17-Jul-21,17,8,2,2,1,0,1,H,P,WO,P,P,P,P,P,P,WO,P,WO,P,P,P,P,WO,P,P,Ab,WO,P,P,WO,L,H,WO,P,OT1,L,WO
EMP018,Lalitha Patel,LINE 6,28-Dec-20,15,8,1,3,4,0,0,WO,P,P,L,Ab,P,P,WO,WO,H,P,P,P,Ab,WO,P,Ab,P,WO,WO,L,WO,Ab,P,P,P,P,P,WO,P,L
EMP018,Lalitha Patel,LINE 6,28-Dec-20,16,5,0,6,0,0,1,P,P,P,L,WO,L,P,P,L,P,P,WO,P,P,P,OT1,P,P,WO,L,P,L,P,L,P,WO,P,WO,,,
EMP018,Lalitha Patel,LINE 6,28-Dec-20,18,5,0,4,2,2,0,P,DP,P,P,WO,P,P,P,L,P,DP,WO,P,P,L,L,P,P,WO,WO,P,L,Ab,Ab,P,WO,P,P,P,P,P
EMP018,Lalitha Patel,LINE 6,28-Dec-20,16,6,1,1,3,1,2,P,WO,P,WO,P,P,Ab,P,WO,DP,P,OT1,P,P,P,WO,OT1,P,P,P,P,P,WO,P,H,L,P,Ab,Ab,WO,
EMP018,Lalitha Patel,LINE 6,28-Dec-20,19,6,2,0,2,0,2,P,H,P,P,P,P,WO,P,WO,P,P,P,Ab,WO,Ab,P,OT1,WO,P,P,WO,P,H,P,P,OT1,P,WO,P,P,P
EMP018,Lalitha Patel,LINE 6,28-Dec-20,19,5,2,1,1,0,2,L,P,P,WO,P,P,P,P,P,P,WO,P,P,Ab,P,P,P,WO,P,P,OT1,P,H,P,WO,P,WO,P,H,OT1,
EMP018,Lalitha Patel,LINE 6,28-Dec-20,15,5,2,4,2,2,1,OT1,WO,L,P,P,Ab,P,P,WO,H,DP,P,P,L,P,WO,P,P,L,P,P,P,WO,H,P,DP,L,P,P,WO,Ab
EMP018,Lalitha Patel,LINE 6,28-Dec-20,19,4,3,2,2,0,1,H,H,P,P,P,WO,P,P,OT1,L,P,P,WO,P,P,Ab,P,P,P,WO,Ab,P,P,P,P,P,WO,P,L,P,H
EMP018,Lalitha Patel,LINE 6,28-Dec-20,17,4,2,4,1,1,1,P,L,WO,Ab,P,P,P,DP,P,WO,P,OT1,L,P,P,P,WO,P,H,P,P,L,P,WO,P,P,P,H,L,P,
EMP018,Lalitha Patel,LINE 6,28-Dec-20,12,8,3,1,5,2,0,WO,P,H,P,P,Ab,P,WO,Ab,P,WO,DP,WO,P,WO,Ab,P,DP,P,Ab,Ab,WO,P,P,P,WO,P,L,WO,H,H
EMP018,Lalitha Patel,LINE 6,28-Dec-20,17,7,1,0,3,2,0,P,P,P,WO,WO,P,P,WO,Ab,P,P,WO,P,P,P,P,P,P,WO,P,DP,WO,Ab,DP,P,WO,H,P,Ab,P,
EMP018,Lalitha Patel,LINE 6,28-Dec-20,15,7,0,2,4,3,0,WO,Ab,WO,P,DP,Ab,WO,P,P,WO,DP,P,Ab,P,P,Ab,WO,L,P,P,P,L,P,WO,P,P,DP,P,P,P,WO
EMP019,Pooja Mehta,LINE 2,01-Jun-22,16,6,2,1,4,2,0,WO,Ab,P,P,P,P,L,WO,P,P,Ab,H,P,P,WO,P,P,P,Ab,P,P,WO,DP,WO,P,H,Ab,P,WO,P,DP
EMP019,Pooja Mehta,LINE 2,01-Jun-22,14,5,0,4,1,4,0,P,P,Ab,L,WO,L,P,P,DP,L,P,WO,P,DP,P,WO,P,P,WO,DP,P,P,DP,P,P,WO,L,P,,,
EMP019,Pooja Mehta,LINE 2,01-Jun-22,20,5,2,1,2,0,1,P,P,P,P,WO,WO,Ab,P,P,P,P,WO,H,P,P,H,P,P,WO,P,P,P,P,Ab,P,WO,OT1,P,P,L,P
EMP019,Pooja Mehta,LINE 2,01-Jun-22,15,8,1,3,3,0,0,P,WO,L,WO,P,WO,Ab,P,WO,P,Ab,P,P,WO,P,WO,Ab,P,H,P,P,P,WO,P,L,P,P,P,L,WO,
EMP019,Pooja Mehta,LINE 2,01-Jun-22,16,6,0,5,2,0,2,P,P,L,P,L,P,WO,L,OT1,WO,P,OT1,P,WO,P,Ab,L,L,P,P,WO,P,P,P,WO,P,P,WO,Ab,P,P
EMP019,Pooja Mehta,LINE 2,01-Jun-22,16,6,0,4,2,2,0,Ab,P,L,WO,P,P,P,P,P,WO,WO,Ab,P,L,L,WO,P,WO,P,P,P,DP,P,P,WO,P,P,DP,P,L,
EMP019,Pooja Mehta,LINE 2,01-Jun-22,18,8,0,4,0,1,0,P,WO,P,P,P,P,P,P,WO,L,P,P,L,WO,P,WO,P,L,WO,DP,P,P,WO,WO,P,P,P,P,P,WO,L
EMP019,Pooja Mehta,LINE 2,01-Jun-22,15,5,3,3,5,0,0,L,P,H,Ab,P,WO,L,P,P,Ab,H,P,WO,P,P,WO,P,L,P,WO,P,H,Ab,P,P,P,WO,P,Ab,P,Ab
EMP019,Pooja Mehta,LINE 2,01-Jun-22,17,5,1,1,4,0,2,P,P,WO,P,H,P,OT1,P,P,WO,WO,P,P,Ab,P,P,WO,P,Ab,P,L,P,P,WO,P,OT1,Ab,P,Ab,P,
EMP019,Pooja Mehta,LINE 2,01-Jun-22,17,5,2,3,2,0,2,WO,OT1,P,Ab,P,H,H,WO,P,P,P,Ab,P,P,WO,P,P,OT1,P,P,L,WO,P,P,P,L,L,P,WO,P,P
EMP019,Pooja Mehta,LINE 2,01-Jun-22,16,4,3,2,4,1,0,P,H,DP,P,WO,P,P,P,P,P,H,WO,Ab,H,P,P,L,Ab,WO,P,L,P,P,P,Ab,WO,P,Ab,P,P,
EMP019,Pooja Mehta,LINE 2,01-Jun-22,16,6,2,2,2,2,1,P,P,WO,DP,P,L,L,P,Ab,WO,H,P,DP,WO,Ab,P,WO,P,P,P,P,P,P,WO,H,P,OT1,P,P,P,WO
EMP020,Arjun Rao,LINE 3,04-Aug-21,15,7,2,2,1,4,0,WO,DP,P,DP,P,H,P,WO,P,P,WO,P,P,P,WO,P,P,P,H,WO,P,WO,P,P,L,DP,L,DP,WO,P,Ab
EMP020,Arjun Rao,LINE 3,04-Aug-21,17,5,0,0,3,3,0,P,P,Ab,P,WO,DP,P,P,WO,P,Ab,WO,P,P,P,DP,P,P,WO,P,P,P,P,P,Ab,WO,P,DP,,,
EMP020,Arjun Rao,LINE 3,04-Aug-21,17,6,1,2,3,0,2,P,P,P,P,WO,P,P,WO,Ab,P,P,WO,P,L,P,P,P,OT1,WO,L,P,P,P,P,Ab,WO,H,P,OT1,Ab,WO
EMP020,Arjun Rao,LINE 3,04-Aug-21,21,6,1,0,1,0,1,WO,WO,P,P,P,P,P,P,WO,P,P,P,P,P,P,WO,P,P,P,Ab,P,P,WO,P,P,P,P,H,OT1,WO,
EMP020,Arjun Rao,LINE 3,04-Aug-21,18,5,2,0,3,2,1,P,H,P,P,DP,OT1,WO,P,P,P,Ab,P,WO,WO,H,Ab,P,P,P,P,WO,Ab,P,P,P,P,P,WO,P,DP,P
EMP020,Arjun Rao,LINE 3,04-Aug-21,17,5,1,1,3,1,2,P,P,P,WO,WO,P,P,P,P,P,WO,DP,Ab,P,P,Ab,P,WO,P,P,P,OT1,Ab,P,WO,H,P,OT1,L,P,
EMP020,Arjun Rao,LINE 3,04-Aug-21,16,5,1,3,3,1,2,L,WO,OT1,P,Ab,P,P,P,WO,P,P,Ab,OT1,P,DP,WO,L,P,P,Ab,P,P,WO,H,L,P,P,P,P,WO,P
EMP020,Arjun Rao,LINE 3,04-Aug-21,17,6,1,1,4,1,1,L,Ab,P,P,P,WO,P,P,P,DP,Ab,P,WO,WO,Ab,P,P,WO,P,WO,P,P,OT1,P,H,P,WO,P,Ab,P,P
EMP020,Arjun Rao,LINE 3,04-Aug-21,17,5,0,3,4,1,0,WO,P,WO,P,P,Ab,P,P,P,WO,Ab,P,P,P,P,Ab,WO,P,P,P,DP,P,L,WO,P,P,L,P,Ab,L,
EMP020,Arjun Rao,LINE 3,04-Aug-21,18,8,0,2,3,0,0,WO,WO,P,WO,WO,P,P,WO,L,P,P,P,P,P,WO,Ab,P,P,P,P,Ab,WO,P,Ab,P,P,P,L,WO,P,P
EMP020,Arjun Rao,LINE 3,04-Aug-21,14,5,1,7,3,0,0,P,L,Ab,P,WO,P,P,L,Ab,P,L,WO,P,H,P,L,P,Ab,WO,P,P,P,P,P,WO,WO,L,P,L,L,
EMP020,Arjun Rao,LINE 3,04-Aug-21,16,6,1,3,3,2,0,P,P,WO,L,P,P,P,P,P,WO,WO,L,L,Ab,P,Ab,WO,P,P,P,Ab,DP,DP,WO,P,P,P,H,P,P,WO
EMP021,Harish Mehta,LINE 9,25-Mar-20,21,5,1,0,1,1,2,WO,P,P,P,P,P,P,WO,Ab,P,OT1,P,P,P,WO,H,P,P,P,DP,P,WO,P,P,P,P,P,OT1,WO,P,P
EMP021,Harish Mehta,LINE 9,25-Mar-20,17,5,1,1,2,0,2,P,L,H,P,WO,P,P,P,P,P,P,WO,OT1,P,P,P,Ab,P,WO,P,Ab,P,WO,P,OT1,WO,P,P,,,
EMP021,Harish Mehta,LINE 9,25-Mar-20,18,5,2,1,2,0,3,P,WO,P,P,WO,P,P,P,Ab,OT1,P,WO,OT1,P,P,OT1,P,Ab,WO,H,P,H,P,P,L,WO,P,P,P,P,P
EMP021,Harish Mehta,LINE 9,25-Mar-20,17,8,0,4,0,0,1,P,WO,P,L,P,P,P,P,WO,P,P,P,P,WO,OT1,WO,P,WO,P,P,P,P,WO,L,L,L,P,WO,P,WO,
EMP021,Harish Mehta,LINE 9,25-Mar-20,18,7,2,0,3,1,0,P,P,Ab,P,DP,P,WO,P,Ab,P,P,P,P,WO,P,P,Ab,P,H,P,WO,P,H,P,P,WO,WO,WO,WO,P,P
EMP021,Harish Mehta,LINE 9,25-Mar-20,18,5,1,0,4,0,2,Ab,P,P,WO,P,OT1,P,P,OT1,P,WO,P,P,Ab,P,H,P,WO,Ab,P,P,P,P,P,WO,WO,P,P,P,Ab,
EMP021,Harish Mehta,LINE 9,25-Mar-20,19,7,0,2,2,0,1,P,WO,P,P,P,P,P,Ab,WO,P,Ab,P,WO,P,OT1,WO,P,P,P,L,P,WO,WO,P,P,L,P,P,P,WO,P
EMP021,Harish Mehta,LINE 9,25-Mar-20,17,5,1,4,3,0,1,P,Ab,L,Ab,P,WO,P,P,OT1,P,P,H,WO,P,Ab,P,P,P,L,WO,P,P,L,WO,P,L,WO,P,P,P,P
EMP021,Harish Mehta,LINE 9,25-Mar-20,18,5,2,2,1,2,0,P,P,WO,L,P,P,H,Ab,P,WO,P,DP,H,P,DP,P,WO,P,L,P,P,P,P,WO,P,P,P,WO,P,P,
EMP021,Harish Mehta,LINE 9,25-Mar-20,20,6,0,3,2,0,0,WO,P,Ab,P,P,P,L,WO,P,P,P,P,P,P,WO,P,L,P,P,P,P,WO,P,P,P,P,L,WO,WO,P,Ab
